year,strategy_return_pct,vni_return_pct,edge_vs_vni_pp
2021,197.6237811673998,35.72975078587153,161.8940303815283
2022,15.987740132125538,-32.78359185199028,48.77133198411582
2023,78.67899154244135,12.197519586134309,66.48147195630705
2024,51.732047217360666,12.111369730868285,39.62067748649238
2025,72.32979224803053,40.86818547814144,31.461606769889087
2026,36.835447244632505,5.1913992233075135,31.64404802132499
